name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
中国铁道科学研究院,284,917379041,,,research_institute,,,"POLYGON ((116.3293851 39.9560701, 116.3299617 39.9524785, 116.3307931 39.9525575, 116.3308833 39.9518219, 116.3335116 39.9522536, 116.3332147 39.9532976, 116.3348669 39.9535906, 116.3346859 39.9550863, 116.3328093 39.9549895, 116.332683 39.9562786, 116.3293851 39.9560701))",POINT (116.3318385 39.9541541),154868.4,1666987.9
北京交通大学附属小学（北校区）,285,917379043,,,school,,,"POLYGON ((116.3357018 39.9529747, 116.3359603 39.9521217, 116.3365432 39.9522279, 116.3365455 39.9523443, 116.336509 39.9524769, 116.3364726 39.9525979, 116.3364301 39.952677, 116.3361995 39.9530422, 116.3357018 39.9529747))",POINT (116.336129 39.9525811),4906.3,52810.8
中国铁道科学院幼儿园,286,917379044,,,kindergarten,,,"POLYGON ((116.3393631 39.9556138, 116.3403317 39.95567, 116.3403872 39.9551092, 116.3394186 39.9550529, 116.3393631 39.9556138))",POINT (116.3398751 39.9553615),5179.6,55752.7
北京交通大学附属小学（东校区）,287,917379045,,,school,,,"POLYGON ((116.3416302 39.9520651, 116.3418345 39.951193, 116.3426417 39.9513186, 116.342575 39.9516117, 116.3428541 39.9516652, 116.3427935 39.9520584, 116.3427631 39.9521049, 116.3426994 39.9521421, 116.3425436 39.9521683, 116.3423899 39.95217, 116.3416302 39.9520651))",POINT (116.3422294 39.9517262),8373.3,90129.0
,288,925461146,,,,pitch,,"POLYGON ((116.3337855 39.9483373, 116.3338597 39.9480775, 116.3346227 39.9482055, 116.3345484 39.9484654, 116.3337855 39.9483373))",POINT (116.3342041 39.9482714),1969.8,21202.8
,289,935527852,,,,track,,"POLYGON ((116.331091 39.951457, 116.3313777 39.9505237, 116.3314857 39.950422, 116.3316113 39.9503813, 116.3317387 39.9503501, 116.3318927 39.9503487, 116.3320254 39.9503867, 116.3321156 39.9504355, 116.3322147 39.9505291, 116.3322802 39.950639, 116.3322944 39.9507001, 116.3320289 39.951632, 116.3319599 39.9517107, 116.3318502 39.9517785, 116.331744 39.9518151, 116.331652 39.9518314, 116.3315264 39.9518409, 116.3314043 39.9518151, 116.3312892 39.951765, 116.3312114 39.9517053, 116.3311406 39.9516062, 116.3310981 39.9515099, 116.331091 39.951457))",POINT (116.331693 39.9510937),12290.8,132297.3
,290,941811156,,,,track,,"POLYGON ((116.3284258 39.9501357, 116.3284576 39.9501568, 116.3290841 39.9502063, 116.3291363 39.9501893, 116.3292044 39.950148, 116.3292336 39.9501032, 116.3292522 39.9500543, 116.3292442 39.9500021, 116.3291982 39.9499377, 116.3291478 39.9499011, 116.3290841 39.9498868, 116.3285098 39.9498522, 116.3284674 39.9498651, 116.3284125 39.9499031, 116.3283656 39.9499587, 116.3283532 39.9500177, 116.3283691 39.9500727, 116.3283948 39.95011, 116.3284258 39.9501357))",POINT (116.3288034 39.9500274),2416.4,26010.4
,291,941811157,,,,pitch,,"POLYGON ((116.3294821 39.9501999, 116.3295841 39.9502081, 116.3296074 39.9500379, 116.3295054 39.9500297, 116.3294821 39.9501999))",POINT (116.3295448 39.9501189),166.4,1791.2
,292,941815422,,commercial,,,,"POLYGON ((116.3290239 39.9456557, 116.3295065 39.9456996, 116.3295571 39.9453728, 116.3290745 39.9453289, 116.3290239 39.9456557))",POINT (116.3292905 39.9455142),1516.4,16322.7
北京交通大学附属中学第二分校,293,944686233,,,school,,,"POLYGON ((116.3285125 39.9506443, 116.3285186 39.9504512, 116.3278449 39.9504233, 116.3279208 39.9496929, 116.3280027 39.9495975, 116.3283062 39.9495998, 116.328294 39.9497208, 116.3296232 39.9498115, 116.3296505 39.9497627, 116.3298508 39.949772, 116.3297567 39.9502558, 116.3299388 39.9502861, 116.3297961 39.9507327, 116.3285125 39.9506443))",POINT (116.3288937 39.9501809),16166.9,174019.1
一号教学楼,294,950001388,,yes,,,,"POLYGON ((116.334985 39.9511044, 116.3357896 39.951236, 116.3358378 39.9510631, 116.3350331 39.9509315, 116.334985 39.9511044))",POINT (116.3354114 39.9510837),1379.1,14844.3
二号教学楼,295,950001389,,yes,,,,"POLYGON ((116.3340354 39.9509398, 116.3348401 39.9510714, 116.3348882 39.9508985, 116.3340835 39.9507669, 116.3340354 39.9509398))",POINT (116.3344618 39.9509191),1379.1,14844.5
,296,950001390,,yes,,,,"POLYGON ((116.3418527 39.9483029, 116.3421595 39.9483267, 116.342188 39.9481114, 116.3418812 39.9480875, 116.3418527 39.9483029))",POINT (116.3420203 39.9482071),632.9,6812.0
,297,950001391,,yes,,,,"POLYGON ((116.3428313 39.9458114, 116.3427878 39.94581, 116.3427844 39.9458717, 116.3430124 39.9458789, 116.3430157 39.9458172, 116.3429804 39.9458161, 116.3429832 39.9457478, 116.3428341 39.9457442, 116.3428313 39.9458114))",POINT (116.3429032 39.9458175),229.4,2469.6
,298,950001392,,yes,,,,"POLYGON ((116.3426999 39.9463861, 116.3426563 39.9463848, 116.342653 39.9464464, 116.342881 39.9464536, 116.3428843 39.946392, 116.342849 39.9463909, 116.3428518 39.9463226, 116.3427026 39.946319, 116.3426999 39.9463861))",POINT (116.3427717 39.9463922),229.3,2468.1
,299,950001393,,yes,,,,"POLYGON ((116.3427659 39.9460957, 116.3427224 39.9460943, 116.342719 39.946156, 116.342947 39.9461632, 116.3429503 39.9461015, 116.342915 39.9461004, 116.3429178 39.9460321, 116.3427687 39.9460285, 116.3427659 39.9460957))",POINT (116.3428378 39.9461018),229.4,2469.6
科教大楼,300,950001394,,yes,,,,"POLYGON ((116.3399 39.9446991, 116.3402259 39.9445952, 116.3402501 39.9446847, 116.3403843 39.9446634, 116.3404553 39.9446672, 116.3405035 39.9446795, 116.3405371 39.9443618, 116.3399072 39.9445909, 116.3399 39.9446991))",POINT (116.3402793 39.9445564),1036.7,11159.1
,301,950001395,,yes,,,,"POLYGON ((116.340993 39.9446394, 116.3416099 39.9446751, 116.3416206 39.9445661, 116.3410038 39.9445305, 116.340993 39.9446394))",POINT (116.3413069 39.9446028),640.9,6898.1
,302,950001396,,yes,,,,"POLYGON ((116.3282271 39.947935, 116.3288936 39.9479789, 116.3289084 39.9478472, 116.3282419 39.9478032, 116.328242 39.9478026, 116.328046 39.9477897, 116.3279951 39.9482441, 116.328191 39.9482571, 116.3282271 39.947935))",POINT (116.3283416 39.9479577),1689.2,18182.0
,303,950001397,,yes,,,,"POLYGON ((116.3338095 39.9531415, 116.3339409 39.953161, 116.3339716 39.9530396, 116.3338402 39.9530201, 116.3338095 39.9531415))",POINT (116.3338906 39.9530906),156.9,1688.9
,304,950001398,,yes,,,,"POLYGON ((116.3342205 39.9532283, 116.3343519 39.9532478, 116.3343826 39.9531265, 116.3342512 39.9531069, 116.3342205 39.9532283))",POINT (116.3343015 39.9531774),156.9,1688.4
,305,950001399,,yes,,,,"POLYGON ((116.3344485 39.9533167, 116.3352133 39.9534332, 116.3352451 39.9533105, 116.3344802 39.9531941, 116.3344485 39.9533167))",POINT (116.3348468 39.9533136),924.4,9950.2
,306,950001400,,yes,,,,"POLYGON ((116.334583 39.9469942, 116.3348164 39.9470107, 116.3348342 39.946862, 116.3346009 39.9468456, 116.334583 39.9469942))",POINT (116.3347086 39.9469281),331.7,3570.0
,307,950001401,,yes,,,,"POLYGON ((116.335129 39.9473609, 116.3353191 39.9473764, 116.3353466 39.9471773, 116.3351783 39.9471636, 116.3347537 39.9471291, 116.3344972 39.9471082, 116.3344523 39.9474323, 116.3347091 39.9474532, 116.3347388 39.9472387, 116.3351414 39.9472715, 116.335129 39.9473609))",POINT (116.3348406 39.9472566),1583.9,17048.8
,308,950001402,,yes,,,,"POLYGON ((116.3352075 39.9468171, 116.33552 39.9468391, 116.3355347 39.9467163, 116.3352222 39.9466943, 116.3352075 39.9468171))",POINT (116.3353711 39.9467667),366.9,3949.4
,309,950001403,,yes,,,,"POLYGON ((116.334883 39.9468459, 116.3351163 39.9468623, 116.3351342 39.9467137, 116.3349008 39.9466972, 116.334883 39.9468459))",POINT (116.3350086 39.9467798),331.7,3570.0
,310,950001404,,yes,,,,"POLYGON ((116.3344404 39.9476396, 116.3352531 39.9476992, 116.3352684 39.9475767, 116.3344557 39.9475171, 116.3344404 39.9476396))",POINT (116.3348544 39.9476082),952.6,10253.2
,311,950001405,,yes,,,,"POLYGON ((116.3336652 39.9475861, 116.3342527 39.9476314, 116.3342705 39.947495, 116.3336831 39.9474497, 116.3336652 39.9475861))",POINT (116.3339679 39.9475406),767.4,8260.0
,312,950001406,,yes,,,,"POLYGON ((116.3307631 39.9466731, 116.3313559 39.9467204, 116.3313717 39.9466037, 116.3307789 39.9465564, 116.3307631 39.9466731))",POINT (116.3310674 39.9466384),663.0,7136.5
,313,950001407,,yes,,,,"POLYGON ((116.331314 39.9471949, 116.3320421 39.9472566, 116.3320562 39.947159, 116.3313281 39.9470972, 116.331314 39.9471949))",POINT (116.331685 39.9471769),682.4,7344.9
,314,950001408,,yes,,,,"POLYGON ((116.331358 39.9468545, 116.3320924 39.9469187, 116.3321101 39.9468002, 116.3313757 39.946736, 116.331358 39.9468545))",POINT (116.331734 39.9468273),835.9,8997.6
,315,950001409,,yes,,,,"POLYGON ((116.3299066 39.9492102, 116.3302919 39.9492192, 116.3303053 39.948882, 116.32992 39.948873, 116.3299066 39.9492102))",POINT (116.330106 39.9490461),1233.0,13271.4
,316,950001410,,yes,,,,"POLYGON ((116.3290894 39.9491838, 116.3294747 39.9491928, 116.3294881 39.9488556, 116.3291028 39.9488466, 116.3290894 39.9491838))",POINT (116.3292888 39.9490197),1233.0,13271.4
,317,950001411,,yes,,,,"POLYGON ((116.3294327 39.9497143, 116.3298259 39.9497191, 116.3298324 39.9494039, 116.3294391 39.9493991, 116.3294327 39.9497143))",POINT (116.3296325 39.9495591),1175.5,12652.8
,318,950001412,,yes,,,,"POLYGON ((116.3281426 39.948787, 116.3281408 39.9488767, 116.3288909 39.9488857, 116.3288927 39.948796, 116.3281426 39.948787))",POINT (116.3285168 39.9488364),638.1,6868.2
,319,950001427,,yes,,,,"POLYGON ((116.330865 39.9567339, 116.331903 39.9567615, 116.3319084 39.9566413, 116.3308705 39.9566137, 116.330865 39.9567339))",POINT (116.3313867 39.9566876),1184.2,12746.2
,320,950001428,,yes,,,,"POLYGON ((116.3305807 39.9565694, 116.3305741 39.9567144, 116.3307658 39.9567195, 116.3307723 39.9565745, 116.3305807 39.9565694))",POINT (116.3306732 39.9566445),263.8,2839.1
,321,950001429,,yes,,,,"POLYGON ((116.3300014 39.9566907, 116.3304654 39.956703, 116.3304715 39.9565675, 116.3300075 39.9565552, 116.3300014 39.9566907))",POINT (116.3302364 39.9566291),596.7,6423.2
,322,950001430,,yes,,,,"POLYGON ((116.3294962 39.9565856, 116.3293496 39.9565797, 116.3293281 39.9568901, 116.3294748 39.9568961, 116.3294931 39.9566318, 116.3299423 39.9566496, 116.3299495 39.9565432, 116.3295002 39.9565254, 116.3294962 39.9565856))",POINT (116.3295705 39.9566609),887.3,9550.6
,323,950001431,,yes,,,,"POLYGON ((116.3355212 39.9538716, 116.335528 39.9538431, 116.3354515 39.9538324, 116.3354288 39.9539277, 116.335309 39.953911, 116.3353325 39.9538123, 116.3352437 39.9537999, 116.3352371 39.9538276, 116.3351886 39.9538206, 116.3351966 39.9537879, 116.3351199 39.9537768, 116.3350961 39.9538737, 116.3350317 39.9538644, 116.3350114 39.9539468, 116.3351183 39.9539622, 116.3351279 39.9539229, 116.3351622 39.9539279, 116.3351792 39.9538588, 116.335228 39.9538659, 116.3352102 39.9539407, 116.3352264 39.953943, 116.3352169 39.9539829, 116.3354508 39.9540156, 116.3354597 39.9539784, 116.3354947 39.9539833, 116.3355121 39.9539099, 116.3355589 39.9539167, 116.3355394 39.9539984, 116.3355556 39.9540007, 116.3355461 39.9540405, 116.3357801 39.9540733, 116.3357889 39.9540361, 116.3358239 39.954041, 116.3358403 39.9539721, 116.335891 39.9539795, 116.335872 39.954059, 116.3358882 39.9540613, 116.3358787 39.9541012, 116.3361127 39.9541339, 116.3361215 39.9540967, 116.3361565 39.9541016, 116.3361721 39.9540359, 116.3362229 39.9540432, 116.3362043 39.9541196, 116.3362209 39.954122, 116.3362114 39.9541611, 116.3363245 39.9541773, 116.3363446 39.9540952, 116.3363033 39.9540893, 116.3363271 39.9539915, 116.3362386 39.9539788, 116.3362322 39.954005, 116.3361813 39.9539976, 116.3361899 39.9539614, 116.3361133 39.9539507, 116.3360906 39.954046, 116.3359708 39.9540293, 116.3359943 39.9539306, 116.3359056 39.9539182, 116.3359001 39.9539412, 116.3358494 39.9539339, 116.3358573 39.9539007, 116.3357807 39.95389, 116.335758 39.9539854, 116.3356382 39.9539686, 116.3356617 39.95387, 116.335573 39.9538576, 116.335568 39.9538784, 116.3355212 39.9538716))",POINT (116.3356937 39.953977),1533.2,16503.2
,324,950001432,,yes,,,,"POLYGON ((116.3351512 39.9557079, 116.3352807 39.9557129, 116.3352831 39.9556777, 116.3353519 39.9556804, 116.3353497 39.9557141, 116.3354792 39.9557191, 116.3354814 39.9556854, 116.335544 39.9556878, 116.3355415 39.9557264, 116.335671 39.9557315, 116.3356735 39.9556929, 116.3357963 39.9556976, 116.3358037 39.9555846, 116.3348516 39.9555476, 116.3348441 39.9556606, 116.3349698 39.9556655, 116.3349675 39.9557007, 116.335097 39.9557058, 116.3350993 39.9556705, 116.3351535 39.9556727, 116.3351512 39.9557079))",POINT (116.335324 39.9556336),1198.6,12901.8
,325,950001433,,yes,,,,"POLYGON ((116.3322847 39.9538462, 116.3325791 39.9538673, 116.33258 39.9538592, 116.3330517 39.953893, 116.3330669 39.953768, 116.3325862 39.9537336, 116.3325802 39.9537826, 116.3322949 39.9537622, 116.3322847 39.9538462))",POINT (116.3327086 39.9538137),804.5,8659.4
,326,950001434,,yes,,,,"POLYGON ((116.3304681 39.9555188, 116.3306559 39.9555303, 116.3306854 39.9552486, 116.3304976 39.9552371, 116.3304681 39.9555188))",POINT (116.3305767 39.9553837),504.7,5433.1
,327,950001435,,yes,,,,"POLYGON ((116.3328955 39.9548505, 116.3330531 39.9548602, 116.3330746 39.9546546, 116.3329169 39.9546449, 116.3328955 39.9548505))",POINT (116.332985 39.9547525),309.3,3328.8
,328,950001436,,yes,,,,"POLYGON ((116.3321689 39.9551762, 116.3326724 39.9551981, 116.3326843 39.9550366, 116.3325991 39.9550329, 116.3324312 39.9550256, 116.3321808 39.9550147, 116.3321689 39.9551762))",POINT (116.3324266 39.9551064),773.3,8324.1
,329,950001437,,yes,,,,"POLYGON ((116.3324312 39.9550256, 116.3325991 39.9550329, 116.3326175 39.954785, 116.3324496 39.9547777, 116.3324312 39.9550256))",POINT (116.3325243 39.9549053),395.9,4261.0
,330,950001438,,yes,,,,"POLYGON ((116.3321904 39.9547665, 116.3324496 39.9547777, 116.3326175 39.954785, 116.3327214 39.9547895, 116.3327315 39.9546523, 116.3322005 39.9546293, 116.3321904 39.9547665))",POINT (116.332461 39.9547094),692.8,7457.4
,331,950001439,,yes,,,,"POLYGON ((116.3333622 39.9544866, 116.3336064 39.954498, 116.3336413 39.954058, 116.333397 39.9540466, 116.3333622 39.9544866))",POINT (116.3335017 39.9542723),1022.6,11007.4
,332,950001440,,yes,,,,"POLYGON ((116.3363999 39.953285, 116.3366093 39.9533211, 116.3366397 39.9532175, 116.336473 39.9531887, 116.3364568 39.9532438, 116.3364136 39.9532363, 116.3364304 39.9531794, 116.3362637 39.9531506, 116.3362486 39.953202, 116.3362154 39.9531963, 116.3362319 39.9531404, 116.3360653 39.9531116, 116.3360495 39.9531651, 116.3360139 39.953159, 116.3360297 39.953105, 116.3358633 39.9530762, 116.3358309 39.9531867, 116.3360335 39.9532217, 116.3362001 39.9532505, 116.3363999 39.953285))",POINT (116.3362281 39.953201),771.8,8307.8
,333,950001441,,yes,,,,"POLYGON ((116.3355929 39.9526634, 116.335762 39.9526873, 116.3357832 39.9525992, 116.3358891 39.9522149, 116.3358903 39.9522151, 116.3358976 39.952185, 116.3358978 39.9521842, 116.3359115 39.952127, 116.3357424 39.9521031, 116.3357212 39.9521912, 116.3357558 39.9521961, 116.3356472 39.95258, 116.335614 39.9525753, 116.3355929 39.9526634))",POINT (116.3357627 39.9523971),801.8,8630.2
,334,950001442,,yes,,,,"POLYGON ((116.3359961 39.9523688, 116.3364233 39.952438, 116.3364427 39.9523678, 116.336409 39.9523624, 116.3364239 39.9523082, 116.3360632 39.9522498, 116.3360483 39.952304, 116.3360154 39.9522986, 116.3359961 39.9523688))",POINT (116.336226 39.9523438),490.4,5278.6
,335,950001443,,yes,,,,"POLYGON ((116.3358445 39.952742, 116.3361557 39.9527924, 116.3361926 39.9526585, 116.3358815 39.9526081, 116.3358445 39.952742))",POINT (116.3360186 39.9527003),412.6,4441.7
,336,950001444,,yes,,,,"POLYGON ((116.3368594 39.9542978, 116.3371811 39.9543427, 116.3372007 39.95426, 116.337142 39.9542518, 116.3371628 39.9541644, 116.3370892 39.9541541, 116.3370771 39.9542047, 116.3370283 39.9541979, 116.3370412 39.9541437, 116.3369643 39.954133, 116.3369418 39.954228, 116.3368781 39.9542192, 116.3368594 39.9542978))",POINT (116.3370384 39.9542489),407.2,4382.7
,337,950001445,,yes,,,,"POLYGON ((116.3365368 39.954255, 116.3368584 39.9542999, 116.3368781 39.9542171, 116.3368194 39.9542089, 116.3368401 39.9541215, 116.3367665 39.9541112, 116.3367545 39.9541619, 116.3367057 39.954155, 116.3367185 39.9541008, 116.3366417 39.9540901, 116.3366191 39.9541852, 116.3365555 39.9541763, 116.3365368 39.954255))",POINT (116.3367158 39.9542061),407.4,4384.9
,338,950001446,,yes,,,,"POLYGON ((116.3379105 39.9542995, 116.3379085 39.9543408, 116.338154 39.9543476, 116.3381592 39.9542387, 116.3379215 39.9542321, 116.3379232 39.9541954, 116.3375893 39.9541862, 116.3375906 39.9541588, 116.3373441 39.954152, 116.3373397 39.9542463, 116.3375854 39.9542531, 116.3375836 39.9542905, 116.3379105 39.9542995))",POINT (116.337762 39.9542465),800.4,8615.2
,339,950001447,,yes,,,,"POLYGON ((116.3382196 39.9544846, 116.3387185 39.9545134, 116.3387337 39.9543584, 116.3382349 39.9543296, 116.3382196 39.9544846))",POINT (116.3384767 39.9544215),737.2,7935.1
,340,950001448,,yes,,,,"POLYGON ((116.340024 39.9562681, 116.3400602 39.9561499, 116.3399121 39.9561232, 116.3398759 39.9562414, 116.3398464 39.9563124, 116.3397789 39.9563136, 116.3389889 39.9562838, 116.3389841 39.9563597, 116.339774 39.9563895, 116.340024 39.9562681))",POINT (116.3395721 39.9563038),872.4,9390.6
,341,950001449,,yes,,,,"POLYGON ((116.3401165 39.9557713, 116.3398172 39.9557561, 116.3398085 39.9558647, 116.3400323 39.9558752, 116.3400207 39.9560184, 116.340162 39.9560251, 116.3401751 39.9558626, 116.3402125 39.9558364, 116.3401267 39.9557645, 116.3401165 39.9557713))",POINT (116.3400305 39.9558642),569.6,6131.1
,342,950001450,,yes,,,,"POLYGON ((116.3391746 39.9547015, 116.3392953 39.9547796, 116.3393747 39.9547093, 116.3392446 39.9546232, 116.339224 39.9545757, 116.3392276 39.9544674, 116.3391064 39.9544651, 116.3391027 39.9545767, 116.3390779 39.9546155, 116.3389367 39.9546693, 116.3389903 39.9547527, 116.3391293 39.9547, 116.3391746 39.9547015))",POINT (116.3391595 39.954638),552.1,5942.3
,343,950001451,,yes,,,,"POLYGON ((116.3368746 39.9546428, 116.336861 39.9547674, 116.3370095 39.9547769, 116.3370047 39.9548209, 116.3373949 39.9548461, 116.3373987 39.9548107, 116.337549 39.9548204, 116.3375626 39.9546962, 116.3374089 39.9546863, 116.3374036 39.9547344, 116.3370166 39.9547095, 116.3370229 39.9546524, 116.3368746 39.9546428))",POINT (116.3372094 39.9547565),771.3,8302.0
,344,950001452,,yes,,,,"POLYGON ((116.3380695 39.9547524, 116.3380732 39.9547161, 116.3377286 39.9546955, 116.3377194 39.9547858, 116.3380371 39.9548047, 116.338033 39.9548456, 116.3387011 39.9548855, 116.3387107 39.9547907, 116.3380695 39.9547524))",POINT (116.3382177 39.9547963),886.9,9546.7
,345,950001453,,yes,,,,"POLYGON ((116.3380064 39.955197, 116.3386381 39.9552361, 116.3386483 39.9551387, 116.3380166 39.9550997, 116.3380064 39.955197))",POINT (116.3383274 39.9551679),586.8,6315.9
,346,950001454,,yes,,,,"POLYGON ((116.3376033 39.9554604, 116.3375765 39.9554588, 116.3375704 39.9555184, 116.3386129 39.9555809, 116.338619 39.9555214, 116.3385982 39.9555201, 116.3386032 39.9554715, 116.3376082 39.9554118, 116.3376033 39.9554604))",POINT (116.3380984 39.9554963),1053.7,11341.5
,347,950001455,,yes,,,,"POLYGON ((116.3372058 39.9559608, 116.3381553 39.9559896, 116.338162 39.9558595, 116.3372125 39.9558307, 116.3372058 39.9559608))",POINT (116.3376839 39.9559102),1172.9,12625.1
,348,950001456,,yes,,,,"POLYGON ((116.3391532 39.955382, 116.3392739 39.9554601, 116.3393533 39.9553899, 116.3392231 39.9553038, 116.3392026 39.9552563, 116.3392061 39.9551479, 116.3390849 39.9551456, 116.3390813 39.9552573, 116.3390565 39.9552961, 116.3389153 39.9553499, 116.3389688 39.9554333, 116.3391078 39.9553805, 116.3391532 39.955382))",POINT (116.339138 39.9553185),551.8,5939.9
,349,950001457,,yes,,,,"POLYGON ((116.3385121 39.9563648, 116.3386328 39.9564429, 116.3387122 39.9563727, 116.3385821 39.9562865, 116.3385615 39.956239, 116.3385651 39.9561307, 116.3384439 39.9561284, 116.3384402 39.95624, 116.3384154 39.9562788, 116.3382742 39.9563327, 116.3383278 39.956416, 116.3384668 39.9563633, 116.3385121 39.9563648))",POINT (116.338497 39.9563013),552.0,5941.5
,350,950001458,,yes,,,,"POLYGON ((116.3395627 39.9561542, 116.3396834 39.9562323, 116.3397628 39.9561621, 116.3396326 39.956076, 116.3396121 39.9560285, 116.3396157 39.9559201, 116.3394944 39.9559178, 116.3394908 39.9560295, 116.339466 39.9560683, 116.3393248 39.9561221, 116.3393784 39.9562055, 116.3395173 39.9561527, 116.3395627 39.9561542))",POINT (116.3395475 39.9560907),551.9,5940.3
,351,950001459,,yes,,,,"POLYGON ((116.3385848 39.954028, 116.338742 39.9540394, 116.3387878 39.9536671, 116.3386306 39.9536558, 116.3385848 39.954028))",POINT (116.3386863 39.9538476),559.7,6024.5
,352,950001460,,yes,,,,"POLYGON ((116.3387276 39.9532694, 116.3387863 39.9532718, 116.3387903 39.9532126, 116.3387345 39.9532104, 116.3387387 39.953174, 116.338742 39.9531741, 116.3387439 39.9531457, 116.3388064 39.9531474, 116.33881 39.9530699, 116.338751 39.9530683, 116.3387569 39.9530175, 116.338683 39.9530124, 116.3386714 39.953112, 116.3386173 39.9531098, 116.3386133 39.9531689, 116.3386645 39.953171, 116.3386556 39.9532479, 116.3385945 39.9532455, 116.3385905 39.9533047, 116.3386487 39.953307, 116.3386439 39.9533484, 116.3386414 39.9533483, 116.338639 39.9533835, 116.3385737 39.9533809, 116.3385697 39.9534401, 116.3386984 39.9534452, 116.3387001 39.9534198, 116.33871 39.9534205, 116.3387112 39.9534104, 116.3387661 39.9534126, 116.3387702 39.9533535, 116.3387181 39.9533514, 116.3387276 39.9532694))",POINT (116.3386947 39.9532385),509.4,5483.3
,353,950001461,,yes,,,,"POLYGON ((116.3379997 39.9527307, 116.3388257 39.9528538, 116.3388553 39.9527369, 116.3380294 39.9526138, 116.3379997 39.9527307))",POINT (116.3384275 39.9527338),950.0,10225.5
,354,950001462,,yes,,,,"POLYGON ((116.3364735 39.9553586, 116.3364783 39.9552834, 116.3363248 39.9552777, 116.3363294 39.9552053, 116.3361827 39.9551998, 116.3361867 39.9551376, 116.3360175 39.9551312, 116.3360108 39.9552361, 116.3361576 39.9552416, 116.3361536 39.9553038, 116.3363071 39.9553096, 116.3363024 39.9553819, 116.3364628 39.955388, 116.336458 39.9554632, 116.3366272 39.9554695, 116.3366339 39.9553646, 116.3364735 39.9553586))",POINT (116.3363207 39.9552978),658.0,7082.5
,355,950001463,,yes,,,,"POLYGON ((116.3328847 39.9551939, 116.3339737 39.9552597, 116.3339885 39.9551155, 116.3328995 39.9550497, 116.3328847 39.9551939))",POINT (116.3334366 39.9551547),1497.9,16123.7
,356,950001464,,yes,,,,"POLYGON ((116.3373523 39.9528226, 116.3375351 39.9528474, 116.3375199 39.9529132, 116.3376746 39.9529342, 116.3377157 39.9527563, 116.3376812 39.9527516, 116.3377198 39.9525841, 116.3376943 39.9525807, 116.3377182 39.952477, 116.3375158 39.9524495, 116.3374913 39.9525554, 116.3374633 39.9525516, 116.337427 39.9527088, 116.3373801 39.9527025, 116.3373523 39.9528226))",POINT (116.337568 39.9526941),1097.0,11807.9
,357,950001465,,yes,,,,"POLYGON ((116.3364976 39.952895, 116.3368396 39.9529367, 116.3368625 39.9528263, 116.3368274 39.952822, 116.3368623 39.9526536, 116.3368398 39.9526509, 116.3368617 39.9525454, 116.3366586 39.9525206, 116.336637 39.9526252, 116.3366058 39.9526214, 116.3365732 39.9527786, 116.336523 39.9527725, 116.3364976 39.952895))",POINT (116.3367089 39.9527449),1001.6,10781.2
,358,950001466,,yes,,,,"POLYGON ((116.3369363 39.9534413, 116.3372784 39.953483, 116.3373013 39.9533725, 116.3372662 39.9533682, 116.3373011 39.9531999, 116.3372786 39.9531971, 116.3373004 39.9530916, 116.3370974 39.9530669, 116.3370757 39.9531715, 116.3370446 39.9531677, 116.337012 39.9533249, 116.3369617 39.9533188, 116.3369363 39.9534413))",POINT (116.3371477 39.9532912),1001.8,10783.4
,359,950001467,,yes,,,,"POLYGON ((116.3355895 39.9547013, 116.3359596 39.9547177, 116.3359682 39.954605, 116.335598 39.9545886, 116.3355895 39.9547013))",POINT (116.3357788 39.9546531),396.8,4271.2
,360,950001468,,yes,,,,"POLYGON ((116.3355321 39.9550418, 116.3359022 39.9550582, 116.3359107 39.9549455, 116.3355406 39.9549291, 116.3355321 39.9550418))",POINT (116.3357214 39.9549937),396.7,4270.5
,361,950001469,,yes,,,,"POLYGON ((116.3357332 39.9535203, 116.3365084 39.953656, 116.3365448 39.9535338, 116.3357696 39.9533981, 116.3357332 39.9535203))",POINT (116.336139 39.953527),944.9,10170.9
,362,950001470,,yes,,,,"POLYGON ((116.3334542 39.9555094, 116.3339585 39.9555423, 116.3339728 39.955413, 116.3334686 39.9553801, 116.3334542 39.9555094))",POINT (116.3337135 39.9554612),622.6,6701.4
,363,950001471,,yes,,,,"POLYGON ((116.3334167 39.9558589, 116.3339209 39.9558918, 116.3339353 39.9557625, 116.333431 39.9557296, 116.3334167 39.9558589))",POINT (116.333676 39.9558107),622.6,6701.3
,364,950001472,,yes,,,,"POLYGON ((116.332789 39.955489, 116.3333871 39.9555116, 116.3333935 39.9554128, 116.3327954 39.9553902, 116.332789 39.955489))",POINT (116.3330913 39.9554509),561.6,6044.8
,365,950001473,,yes,,,,"POLYGON ((116.3327515 39.9558138, 116.3333496 39.9558364, 116.3333559 39.9557377, 116.3327578 39.9557151, 116.3327515 39.9558138))",POINT (116.3330537 39.9557757),561.0,6038.4
,366,950001474,,yes,,,,"POLYGON ((116.3327157 39.9561829, 116.3333139 39.9562055, 116.3333202 39.9561067, 116.3327221 39.9560841, 116.3327157 39.9561829))",POINT (116.333018 39.9561448),561.6,6045.1
,367,950001475,,yes,,,,"POLYGON ((116.3333863 39.9562137, 116.3338906 39.9562466, 116.3339049 39.9561173, 116.3334007 39.9560844, 116.3333863 39.9562137))",POINT (116.3336456 39.9561655),622.6,6701.3
